File Name,File ID,View URL,AuthorName,Year,Title,AuthorName_Clean,Year_Clean,Title_Clean
Grant - 2004 - Environmental Correlates of Leaf Stomata Density.pdf,1ZbhajLvolr8Mi6xpHZpSAZzlODkeGZ-k,https://drive.google.com/file/d/1ZbhajLvolr8Mi6xpHZpSAZzlODkeGZ-k/view,Grant,2004,Environmental Correlates of Leaf Stomata Density,grant,2004,environmental correlates of leaf stomata density
Gray - 2022 - Pick Your Poison A Semester-Long Case Study for U.pdf,1PpPSce3YAojSHBlkh3ftwtwGgQWo6txu,https://drive.google.com/file/d/1PpPSce3YAojSHBlkh3ftwtwGgQWo6txu/view,Gray,2022,Pick Your Poison A Semester-Long Case Study for U,gray,2022,pick your poison a semester-long case study for u
Green et al. - 2016 - Using Online Active-Learning Techniques to Convey .pdf,1-8oF54XF3CMmH6_qmE4Gi-KY9DmtfCQH,https://drive.google.com/file/d/1-8oF54XF3CMmH6_qmE4Gi-KY9DmtfCQH/view,Green et al.,2016,Using Online Active-Learning Techniques to Convey,green et al.,2016,using online active-learning techniques to convey
Griff - 2018 - The Leaky Neuron Understanding synaptic integrati.pdf,1ZyeCi2FZvzXB3q2NS1FzbbsABSHAEirF,https://drive.google.com/file/d/1ZyeCi2FZvzXB3q2NS1FzbbsABSHAEirF/view,Griff,2018,The Leaky Neuron Understanding synaptic integrati,griff,2018,the leaky neuron understanding synaptic integrati
Griffin et al. - 2003 - Identifying Novel Helix–Loop–Helix Genes in Caenor.pdf,1Jyn4QIVTnrgoSPkwJrM_sOhR3KgejfuZ,https://drive.google.com/file/d/1Jyn4QIVTnrgoSPkwJrM_sOhR3KgejfuZ/view,Griffin et al.,2003,Identifying Novel Helix–Loop–Helix Genes in Caenor,griffin et al.,2003,identifying novel helix–loop–helix genes in caenor
"Griffith - 2004 - Inquiry-based Learning in Plant Ecology: Students Collect the Field Data, Ask the Questions, and Propose the Answers",1q2Jw_jEkS4uTH4Ni4oRRY9kRuq4bmZE7,https://drive.google.com/file/d/1q2Jw_jEkS4uTH4Ni4oRRY9kRuq4bmZE7/view,Griffith,2004,"Inquiry-based Learning in Plant Ecology: Students Collect the Field Data, Ask the Questions, and Propose the Answers",griffith,2004,"inquiry-based learning in plant ecology: students collect the field data, ask the questions, and propose the answers"
Grisham - 2022 - FraidyRat A Virtual Module Examining the Neural Circuitry Underlying Fear Conditioning.pdf,1HK-RQn5-jyVCHQpMXvDNpuiy47UEGcbc,https://drive.google.com/file/d/1HK-RQn5-jyVCHQpMXvDNpuiy47UEGcbc/view,Grisham,2022,FraidyRat A Virtual Module Examining the Neural Circuitry Underlying Fear Conditioning,grisham,2022,fraidyrat a virtual module examining the neural circuitry underlying fear conditioning
Grisham et al. - 2015 - Gel Scramble An E-Tool for Teaching Molecular Neu.pdf,16Bn-VHpXBGAsDuSEN2RnolUVqcN6BZT1,https://drive.google.com/file/d/16Bn-VHpXBGAsDuSEN2RnolUVqcN6BZT1/view,Grisham et al.,2015,Gel Scramble An E-Tool for Teaching Molecular Neu,grisham et al.,2015,gel scramble an e-tool for teaching molecular neu
Grisham et al. - 2018 - Using Online Images to Teach Quantitative Skills v.pdf,1191j9zCCBXDkluaA2xkAccalDuX3JAfp,https://drive.google.com/file/d/1191j9zCCBXDkluaA2xkAccalDuX3JAfp/view,Grisham et al.,2018,Using Online Images to Teach Quantitative Skills v,grisham et al.,2018,using online images to teach quantitative skills v
Guzman and Bartlett - 2012 - Using simple manipulatives to improve student comp.pdf,1gfpF_8_2Re4t10_GpFhaZ_qroAuH8_KE,https://drive.google.com/file/d/1gfpF_8_2Re4t10_GpFhaZ_qroAuH8_KE/view,Guzman and Bartlett,2012,Using simple manipulatives to improve student comp,guzman and bartlett,2012,using simple manipulatives to improve student comp
Hane and Korfmacher - 2022 - Insect Bee&Bees and pollinator penthouses teach.pdf,1nB3IHKImYPCSys7nqr_Cym3CbP_UNOaG,https://drive.google.com/file/d/1nB3IHKImYPCSys7nqr_Cym3CbP_UNOaG/view,Hane and Korfmacher,2022,Insect Bee&Bees and pollinator penthouses teach,hane and korfmacher,2022,insect bee&bees and pollinator penthouses teach
Harden and Grilliot - 2014 - Investigating Optimal Foraging Theory in the Labor.pdf,1zP3JdHlVo6VhXRql14F-d4OEiabGiUgX,https://drive.google.com/file/d/1zP3JdHlVo6VhXRql14F-d4OEiabGiUgX/view,Harden and Grilliot,2014,Investigating Optimal Foraging Theory in the Labor,harden and grilliot,2014,investigating optimal foraging theory in the labor
Harding - 2005 - Reflective Writing in response to Invasive Species Removal.pdf,1LLHoJs6sFc1RMPzHuP8sVCfQR0g_N8Ld,https://drive.google.com/file/d/1LLHoJs6sFc1RMPzHuP8sVCfQR0g_N8Ld/view,Harding,2005,Reflective Writing in response to Invasive Species Removal,harding,2005,reflective writing in response to invasive species removal
Hare-Harris - 2021 - Teaching the Central Dogma Using a Case Study of G.pdf,1zF1kOFgOkXXbS2LI8YJrW3L1n5tUVUXM,https://drive.google.com/file/d/1zF1kOFgOkXXbS2LI8YJrW3L1n5tUVUXM/view,Hare-Harris,2021,Teaching the Central Dogma Using a Case Study of G,hare-harris,2021,teaching the central dogma using a case study of g
Harley et al. - 2020 - To Vaccinate or Not to Vaccinate.pdf,1oC3ptWmiMwmOOnVwENJr99Dy2Bv8Fx27,https://drive.google.com/file/d/1oC3ptWmiMwmOOnVwENJr99Dy2Bv8Fx27/view,Harley et al.,2020,To Vaccinate or Not to Vaccinate,harley et al.,2020,to vaccinate or not to vaccinate
Haro - 2007 - Long Term Ecological Resources.pdf,1Rq1ot4xa99NIRWFWqgaTHkik463UJStS,https://drive.google.com/file/d/1Rq1ot4xa99NIRWFWqgaTHkik463UJStS/view,Haro,2007,Long Term Ecological Resources,haro,2007,long term ecological resources
Haydel and Stout - 2015 - A Kinesthetic Modeling Activity to Teach PCR Funda.pdf,1ALxB3YNo7Nh6VTW9RceN-kvd_hLLnLa3,https://drive.google.com/file/d/1ALxB3YNo7Nh6VTW9RceN-kvd_hLLnLa3/view,Haydel and Stout,2015,A Kinesthetic Modeling Activity to Teach PCR Funda,haydel and stout,2015,a kinesthetic modeling activity to teach pcr funda
Heard - 2016 - Using a Problem-Based Learning Approach to Teach S.pdf,1ViCzFpSuNq8PNp2QoPeR6rH8a3Fu3aaZ,https://drive.google.com/file/d/1ViCzFpSuNq8PNp2QoPeR6rH8a3Fu3aaZ/view,Heard,2016,Using a Problem-Based Learning Approach to Teach S,heard,2016,using a problem-based learning approach to teach s
Heard - 2022 - Assessing the Risk of Invasive Species Using Community Science Data.pdf,1Zyjb9cKDvrOOL_yQVAfZa8J-MV69uA7R,https://drive.google.com/file/d/1Zyjb9cKDvrOOL_yQVAfZa8J-MV69uA7R/view,Heard,2022,Assessing the Risk of Invasive Species Using Community Science Data,heard,2022,assessing the risk of invasive species using community science data
Heim and Smith - 2022 - Escape Zoom! Reviewing Introductory Evolution Con.pdf,1k-GZ86segEv7Ffe7ZGSf4mSRKOcywvAV,https://drive.google.com/file/d/1k-GZ86segEv7Ffe7ZGSf4mSRKOcywvAV/view,Heim and Smith,2022,Escape Zoom! Reviewing Introductory Evolution Con,heim and smith,2022,escape zoom! reviewing introductory evolution con
Heim et al. - 2022 - A Modeling Exercise in Sexual Selection using a St.pdf,14LTrvPXt-YkfEKyYcR8rGrmbBsKfuR_s,https://drive.google.com/file/d/14LTrvPXt-YkfEKyYcR8rGrmbBsKfuR_s/view,Heim et al.,2022,A Modeling Exercise in Sexual Selection using a St,heim et al.,2022,a modeling exercise in sexual selection using a st
"Heim et al. - 2022 - Design, Discover, and Decipher Student-Developed .pdf",1uh3PA5nEuhDpXKW7dL9u25xj0rBQfRQ9,https://drive.google.com/file/d/1uh3PA5nEuhDpXKW7dL9u25xj0rBQfRQ9/view,Heim et al.,2022,"Design, Discover, and Decipher Student-Developed",heim et al.,2022,"design, discover, and decipher student-developed"
Heinrich et al. - 2017 - Investigating Aquatic Insect Emergence A Demonstr.pdf,1zTlh_TuiESfFrvQOUMUvKysfkUMW0KQR,https://drive.google.com/file/d/1zTlh_TuiESfFrvQOUMUvKysfkUMW0KQR/view,Heinrich et al.,2017,Investigating Aquatic Insect Emergence A Demonstr,heinrich et al.,2017,investigating aquatic insect emergence a demonstr
Hekmat-Scafe et al. - 2017 - Using yeast to determine the functional consequenc.pdf,1JnqR4kYrGlgBZapgXV9HB49sg2lhiRYC,https://drive.google.com/file/d/1JnqR4kYrGlgBZapgXV9HB49sg2lhiRYC/view,Hekmat-Scafe et al.,2017,Using yeast to determine the functional consequenc,hekmat-scafe et al.,2017,using yeast to determine the functional consequenc
Higley - 2012 - How Many Plants Make a Future The Carbon Dioxide Challenge.pdf,1LVO0Vu1bYZs1kd-_ZyZIU2EjZck82pJ-,https://drive.google.com/file/d/1LVO0Vu1bYZs1kd-_ZyZIU2EjZck82pJ-/view,Higley,2012,How Many Plants Make a Future The Carbon Dioxide Challenge,higley,2012,how many plants make a future the carbon dioxide challenge
Ho et al. - 2021 - Pandemic Teaching Using the Allen Cell Types Data.pdf,1_jcOuW2cDps3Fobhj4KhjZfHwlSIHpc9,https://drive.google.com/file/d/1_jcOuW2cDps3Fobhj4KhjZfHwlSIHpc9/view,Ho et al.,2021,Pandemic Teaching Using the Allen Cell Types Data,ho et al.,2021,pandemic teaching using the allen cell types data
Hoback - 2006 - The Insect Predation Game Evolving Prey Defenses and Predator Responses.pdf,1pQgaahlX-pPVK4EGdrFedGPqXRS4bDXq,https://drive.google.com/file/d/1pQgaahlX-pPVK4EGdrFedGPqXRS4bDXq/view,Hoback,2006,The Insect Predation Game Evolving Prey Defenses and Predator Responses,hoback,2006,the insect predation game evolving prey defenses and predator responses
Hodder - 2008 - Marine pathology revealing the ocean's etiology to earthbound students,12yMOGurqnQ_Tci_vseyvefAxTsprwh_e,https://drive.google.com/file/d/12yMOGurqnQ_Tci_vseyvefAxTsprwh_e/view,Hodder,2008,Marine pathology revealing the ocean's etiology to earthbound students,hodder,2008,marine pathology revealing the ocean's etiology to earthbound students
Hodkinson et al. - 2022 - A Muscular Dystrophy Case Study Illustrating the P.pdf,1tUf42JYlj8f0tAn37XxwuDF6gNHwp_ck,https://drive.google.com/file/d/1tUf42JYlj8f0tAn37XxwuDF6gNHwp_ck/view,Hodkinson et al.,2022,A Muscular Dystrophy Case Study Illustrating the P,hodkinson et al.,2022,a muscular dystrophy case study illustrating the p
Hoefnagels and Taylor - 2016 - Boost your evolution IQ An evolution misconcept.pdf,1J0ZrK7mRaX0EvKdTIC4kbC4_r3swwMRl,https://drive.google.com/file/d/1J0ZrK7mRaX0EvKdTIC4kbC4_r3swwMRl/view,Hoefnagels and Taylor,2016,Boost your evolution IQ An evolution misconcept,hoefnagels and taylor,2016,boost your evolution iq an evolution misconcept
Hogan et al. - 2022 - New multimedia resources for ecological resilience.pdf,19_tnb-FrCE0y7KjgMkXsn-ThqA3wxe8W,https://drive.google.com/file/d/19_tnb-FrCE0y7KjgMkXsn-ThqA3wxe8W/view,Hogan et al.,2022,New multimedia resources for ecological resilience,hogan et al.,2022,new multimedia resources for ecological resilience
Holmgren - 2017 - Unit 4 Impacts of Environmental Change on Organisms Horses.pdf,13r2qPDUE4whbCVJD0HlizbkSiBvsnh9h,https://drive.google.com/file/d/13r2qPDUE4whbCVJD0HlizbkSiBvsnh9h/view,Holmgren,2017,Unit 4 Impacts of Environmental Change on Organisms Horses,holmgren,2017,unit 4 impacts of environmental change on organisms horses
Holmgren - 2017 - Unit 5 The Sixth Extinction.pdf,18nPMa4JGNJ6FAd8iU6XuhgzaTcncnUFA,https://drive.google.com/file/d/18nPMa4JGNJ6FAd8iU6XuhgzaTcncnUFA/view,Holmgren,2017,Unit 5 The Sixth Extinction,holmgren,2017,unit 5 the sixth extinction
Holtzclaw et al. - 2006 - Incorporating a new bioinformatics component into .pdf,1sTifQNOHgKGN7J_XPNAAeq-49__AzkkO,https://drive.google.com/file/d/1sTifQNOHgKGN7J_XPNAAeq-49__AzkkO/view,Holtzclaw et al.,2006,Incorporating a new bioinformatics component into,holtzclaw et al.,2006,incorporating a new bioinformatics component into
Hopper and Maurer - 2013 - Laboratory exercise study of digestive and regula.pdf,1Iwk5NjtxtPrgtbmpvC1Ys9YblhfrnuV0,https://drive.google.com/file/d/1Iwk5NjtxtPrgtbmpvC1Ys9YblhfrnuV0/view,Hopper and Maurer,2013,Laboratory exercise study of digestive and regula,hopper and maurer,2013,laboratory exercise study of digestive and regula
Hoskins - 2008 - Using a Paradigm Shift to Teach Neurobiology and t.pdf,144V0DjSntsd7hA3VrIUB0J7zu0OsD2Sx,https://drive.google.com/file/d/144V0DjSntsd7hA3VrIUB0J7zu0OsD2Sx/view,Hoskins,2008,Using a Paradigm Shift to Teach Neurobiology and t,hoskins,2008,using a paradigm shift to teach neurobiology and t
Hoskinson - 2016 - A first lesson in mathematical modeling for biolog.pdf,1O46_coTw9paquSwHubhqn8_hxYskg3n7,https://drive.google.com/file/d/1O46_coTw9paquSwHubhqn8_hxYskg3n7/view,Hoskinson,2016,A first lesson in mathematical modeling for biolog,hoskinson,2016,a first lesson in mathematical modeling for biolog
"Hoskinson et al. - 2014 - Coevolution or not Crossbills, squirrels and pine.pdf",1g7AHY2T9GNFcE14C8TSeT0u-mZFpWbkD,https://drive.google.com/file/d/1g7AHY2T9GNFcE14C8TSeT0u-mZFpWbkD/view,Hoskinson et al.,2014,"Coevolution or not Crossbills, squirrels and pine",hoskinson et al.,2014,"coevolution or not crossbills, squirrels and pine"
Howard and Miskowski - 2005 - Using a Module-based Laboratory To Incorporate Inq.pdf,1gfH5-J3JSPnZyMbW0bu0OURflzrEUMOR,https://drive.google.com/file/d/1gfH5-J3JSPnZyMbW0bu0OURflzrEUMOR/view,Howard and Miskowski,2005,Using a Module-based Laboratory To Incorporate Inq,howard and miskowski,2005,using a module-based laboratory to incorporate inq
Hsu - 2018 - Using functional responses to investigate the ecol.pdf,104vlDK-0uZCzorpKtwdH6NkTRXkYEZAW,https://drive.google.com/file/d/104vlDK-0uZCzorpKtwdH6NkTRXkYEZAW/view,Hsu,2018,Using functional responses to investigate the ecol,hsu,2018,using functional responses to investigate the ecol
Hsu et al. - 2019 - Furry with a chance of evolution Exploring geneti.pdf,1cPMoPwbXJAIKiauzN_z-hxWC4ucUHUWx,https://drive.google.com/file/d/1cPMoPwbXJAIKiauzN_z-hxWC4ucUHUWx/view,Hsu et al.,2019,Furry with a chance of evolution Exploring geneti,hsu et al.,2019,furry with a chance of evolution exploring geneti
Hubbard et al. - 2016 - Knowing your own A classroom case study using the.pdf,13nVFZHcTovLNg53pxgHJThtwCxxQ-ZZu,https://drive.google.com/file/d/13nVFZHcTovLNg53pxgHJThtwCxxQ-ZZu/view,Hubbard et al.,2016,Knowing your own A classroom case study using the,hubbard et al.,2016,knowing your own a classroom case study using the
Huber - 2017 - Teaching Scientific Certainty Climate Change and Impact on Biodiversity.pdf,1D94dLHilSvvDpGes4OnGSUKVHTWp5zuS,https://drive.google.com/file/d/1D94dLHilSvvDpGes4OnGSUKVHTWp5zuS/view,Huber,2017,Teaching Scientific Certainty Climate Change and Impact on Biodiversity,huber,2017,teaching scientific certainty climate change and impact on biodiversity
Hubler et al. - 2015 - Laboratory Activities to Support Student Understan.pdf,1JYc81g_B5QevwirwCP1JYraRHK6pk4kf,https://drive.google.com/file/d/1JYc81g_B5QevwirwCP1JYraRHK6pk4kf/view,Hubler et al.,2015,Laboratory Activities to Support Student Understan,hubler et al.,2015,laboratory activities to support student understan
Huddleston - 2022 - Using a One Health Assignment as a Final Project in a Microbiology Course.pdf,1Z7wR4IhS6G0pp9dzEQvqrQkehiRHeL7y,https://drive.google.com/file/d/1Z7wR4IhS6G0pp9dzEQvqrQkehiRHeL7y/view,Huddleston,2022,Using a One Health Assignment as a Final Project in a Microbiology Course,huddleston,2022,using a one health assignment as a final project in a microbiology course
Hull - 2020 - Using musical instruments to model negative feedba.pdf,1WCzirL_J5LU91Yp9ULBqWXlmTynrOC0w,https://drive.google.com/file/d/1WCzirL_J5LU91Yp9ULBqWXlmTynrOC0w/view,Hull,2020,Using musical instruments to model negative feedba,hull,2020,using musical instruments to model negative feedba
Hulme - 2022 - Mock Drug Activity Enhances Student Learning About.pdf,1-C3HhWsfVVsYUfwHutZ_R8-qbDAhYXl2,https://drive.google.com/file/d/1-C3HhWsfVVsYUfwHutZ_R8-qbDAhYXl2/view,Hulme,2022,Mock Drug Activity Enhances Student Learning About,hulme,2022,mock drug activity enhances student learning about
Hurd - 2008 - A microcosm of the biomedical research experience .pdf,1ZMtJgorYmMkPtGrEBYWJW_e37pFFBN7_,https://drive.google.com/file/d/1ZMtJgorYmMkPtGrEBYWJW_e37pFFBN7_/view,Hurd,2008,A microcosm of the biomedical research experience,hurd,2008,a microcosm of the biomedical research experience
Hutchison et al. - 2022 - An Undergraduate Laboratory Exploring Mutational M.pdf,1YJbh-2InlkOGn10Tjrt9Btz-Br3qAkwJ,https://drive.google.com/file/d/1YJbh-2InlkOGn10Tjrt9Btz-Br3qAkwJ/view,Hutchison et al.,2022,An Undergraduate Laboratory Exploring Mutational M,hutchison et al.,2022,an undergraduate laboratory exploring mutational m
Hyman et al. - 2019 - CURE-all Large Scale Implementation of Authentic .pdf,1Xvq8t7zaTWNQwEM5bi2yxrjehzBII5W2,https://drive.google.com/file/d/1Xvq8t7zaTWNQwEM5bi2yxrjehzBII5W2/view,Hyman et al.,2019,CURE-all Large Scale Implementation of Authentic,hyman et al.,2019,cure-all large scale implementation of authentic
Idica et al. - 2015 - Using Undergraduate Molecular Biology Labs to Disc.pdf,1fcQzoF3exGqRDuuvAuzdN1BWatQAEfNn,https://drive.google.com/file/d/1fcQzoF3exGqRDuuvAuzdN1BWatQAEfNn/view,Idica et al.,2015,Using Undergraduate Molecular Biology Labs to Disc,idica et al.,2015,using undergraduate molecular biology labs to disc
Iriart et al. - 2022 - The Plant Science Blogging Project A curriculum t.pdf,1FXt1SoccsR67IG7VnrHy7Ad2CgFZkOQx,https://drive.google.com/file/d/1FXt1SoccsR67IG7VnrHy7Ad2CgFZkOQx/view,Iriart et al.,2022,The Plant Science Blogging Project A curriculum t,iriart et al.,2022,the plant science blogging project a curriculum t
Itagaki - 2013 - The Use of Mock NSF-type Grant Proposals and Blind.pdf,17YhtoHNhtbN9WNCbTRBxkE_c5dTXszKX,https://drive.google.com/file/d/17YhtoHNhtbN9WNCbTRBxkE_c5dTXszKX/view,Itagaki,2013,The Use of Mock NSF-type Grant Proposals and Blind,itagaki,2013,the use of mock nsf-type grant proposals and blind
Iverson-Cabral - 2021 - Isn't It Ironic Adapting an Elective on Quarantin.pdf,1aLkreHT2XLrzUUoOH9SJXja6ERk9iMHd,https://drive.google.com/file/d/1aLkreHT2XLrzUUoOH9SJXja6ERk9iMHd/view,Iverson-Cabral,2021,Isn't It Ironic Adapting an Elective on Quarantin,iverson-cabral,2021,isn't it ironic adapting an elective on quarantin
Iyengar et al. - 2017 - The Small Mammal Project Engaging Students as Sci.pdf,1Zk19KAII5zt6i8OiUW7C8aojj8qy9Uu3,https://drive.google.com/file/d/1Zk19KAII5zt6i8OiUW7C8aojj8qy9Uu3/view,Iyengar et al.,2017,The Small Mammal Project Engaging Students as Sci,iyengar et al.,2017,the small mammal project engaging students as sci
Jakob and Anderson - 2019 - Making it stick Teaching gene targeting with ribb.pdf,16-9twWVY-y1MMEcpVIX7zmFdSKFdNF0-,https://drive.google.com/file/d/16-9twWVY-y1MMEcpVIX7zmFdSKFdNF0-/view,Jakob and Anderson,2019,Making it stick Teaching gene targeting with ribb,jakob and anderson,2019,making it stick teaching gene targeting with ribb
Janmaat - 2018 - Investigating Leaf Litter Decomposition and Invert.pdf,1XxA4qj9rTnxPQYO2yBZg7cSDc5vNehmR,https://drive.google.com/file/d/1XxA4qj9rTnxPQYO2yBZg7cSDc5vNehmR/view,Janmaat,2018,Investigating Leaf Litter Decomposition and Invert,janmaat,2018,investigating leaf litter decomposition and invert
Jensen - 2013 - The Sustainable Use of Fisheries.pdf,1F6xcmFKtojrWRhq5ztRw9QRzoi74L4AJ,https://drive.google.com/file/d/1F6xcmFKtojrWRhq5ztRw9QRzoi74L4AJ/view,Jensen,2013,The Sustainable Use of Fisheries,jensen,2013,the sustainable use of fisheries
Jensen - 2019 - The inside and outside the body.pdf,1OiZUa8Bjz29X_S7j4Ane01W1wCykAwZf,https://drive.google.com/file/d/1OiZUa8Bjz29X_S7j4Ane01W1wCykAwZf/view,Jensen,2019,The inside and outside the body,jensen,2019,the inside and outside the body
Johnson - 2021 - Investigating the Role of Kinase Inhibitors and Chemotherapeutic Drugs on Pancreatic Cancer Cells.pdf,1gkzXFb-m49TyVbl6UY-UlDptu-jpB47v,https://drive.google.com/file/d/1gkzXFb-m49TyVbl6UY-UlDptu-jpB47v/view,Johnson,2021,Investigating the Role of Kinase Inhibitors and Chemotherapeutic Drugs on Pancreatic Cancer Cells,johnson,2021,investigating the role of kinase inhibitors and chemotherapeutic drugs on pancreatic cancer cells
